Text,Labels,PII,Cleaned_text,Special_char_num,Special_chars
Special various 799.364.6866 message past. Age also life dinner.,Phone_number,799.364.6866,special various 799.364.6866 message past age also life dinner,1,['.']
Cold avoid face city much. Factor time join. Huge walk head less send she election. (879)606-2002x09418,Phone_number,(879)606-2002x09418,cold avoid face city much factor time join huge walk head less send she election (879)606-2002x09418,3,"['(', ')', '-']"
Whether reality 749-749-4035 whatever imagine specific. Since letter sell free.,Phone_number,749-749-4035,whether reality 749-749-4035 whatever imagine specific since letter sell free,1,['-']
This size consumer station. Second pass foot area themselves determine 001-774-465-6217 probably. Discussion seek detail water impact partner.,Phone_number,001-774-465-6217,this size consumer station second pass foot area themselves determine 001-774-465-6217 probably discussion seek detail water impact partner,1,['-']
Air thank positive pattern. Anyone dark 001-243-230-3394x4510 stuff.,Phone_number,001-243-230-3394x4510,air thank positive pattern anyone dark 001-243-230-3394x4510 stuff,1,['-']
Billion size +1-694-254-4120x1729 war just nothing political seem. Grow movement knowledge effect.,Phone_number,+1-694-254-4120x1729,billion size +1-694-254-4120x1729 war just nothing political seem grow movement knowledge effect,2,"['+', '-']"
At nation somebody over here outside too. And 001-725-793-6987 large staff there fund indeed week know. Think fill property site follow more break.,Phone_number,001-725-793-6987,at nation somebody over here outside too and 001-725-793-6987 large staff there fund indeed week know think fill property site follow more break,1,['-']
Different property response statement skin. Phone real 001-923-866-3421 across role need kitchen law. Deal move store have control teach.,Phone_number,001-923-866-3421,different property response statement skin phone real 001-923-866-3421 across role need kitchen law deal move store have control teach,1,['-']
Drop describe record record the table (461)501-4103x844 tonight.,Phone_number,(461)501-4103x844,drop describe record record the table (461)501-4103x844 tonight,3,"['(', ')', '-']"
Center 6011308387 friend reason school blood news. Five response his seek tonight cut often. No outside write follow fly any ball.,Phone_number,6011308387,center 6011308387 friend reason school blood news five response his seek tonight cut often no outside write follow fly any ball,0,[]
Girl if 513.753.5932x3489 mean land left old. Worker gun director probably. Though oil find us color.,Phone_number,513.753.5932x3489,girl if 513.753.5932x3489 mean land left old worker gun director probably though oil find us color,1,['.']
Short outside not foot act culture. Student vote +1-567-817-1419 might.,Phone_number,+1-567-817-1419,short outside not foot act culture student vote +1-567-817-1419 might,2,"['+', '-']"
Food guy 605.748.4387 inside act treatment part.,Phone_number,605.748.4387,food guy 605.748.4387 inside act treatment part,1,['.']
Clear born follow opportunity moment. Every tree serious senior 5390558042 huge. Dream son trade already service challenge son.,Phone_number,5390558042,clear born follow opportunity moment every tree serious senior 5390558042 huge dream son trade already service challenge son,0,[]
Push nation how 712-218-5224 financial with learn myself social. Rest wonder against financial skin. Fall skill science along any. Bed personal either statement yes drug.,Phone_number,712-218-5224,push nation how 712-218-5224 financial with learn myself social rest wonder against financial skin fall skill science along any bed personal either statement yes drug,1,['-']
Again time sort 038.589.9421x26900 executive light.,Phone_number,038.589.9421x26900,again time sort 038.589.9421x26900 executive light,1,['.']
Around 1324368015 artist health through ready forget.,Phone_number,1324368015,around 1324368015 artist health through ready forget,0,[]
Public 267.275.9068 employee force attorney writer church exist. Eight change sometimes any.,Phone_number,267.275.9068,public 267.275.9068 employee force attorney writer church exist eight change sometimes any,1,['.']
Senior performance measure ten collection nation right laugh. Argue result 8046733074 must our budget campaign.,Phone_number,8046733074,senior performance measure ten collection nation right laugh argue result 8046733074 must our budget campaign,0,[]
Send 3930706332 difficult capital college high loss expert. Understand agent information use wife. Method church six the couple heavy treat.,Phone_number,3930706332,send 3930706332 difficult capital college high loss expert understand agent information use wife method church six the couple heavy treat,0,[]
Language director gas security maybe within plant point. Drug type at tend black well. Thank technology exactly wish important always. 003-707-5299x695,Phone_number,003-707-5299x695,language director gas security maybe within plant point drug type at tend black well thank technology exactly wish important always 003-707-5299x695,1,['-']
Be similar close 551.404.5273 law shoulder. Eat individual summer return spring state tell.,Phone_number,551.404.5273,be similar close 551.404.5273 law shoulder eat individual summer return spring state tell,1,['.']
Current upon enter professional success born region. Center trade computer decide. Wish 001-647-790-6910 money say sound.,Phone_number,001-647-790-6910,current upon enter professional success born region center trade computer decide wish 001-647-790-6910 money say sound,1,['-']
Sign game share chair commercial. 003-707-5299x695 Language what look little. My trouble prevent.,Phone_number,003-707-5299x695,sign game share chair commercial 003-707-5299x695 language what look little my trouble prevent,1,['-']
